"REF_DATE","GEO","DGUID","Self-reported cannabis use in the past three months","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","British Columbia","2016A000259","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100641","11.4","24.3","","","","1"
"2018-07","Whitehorse (Yukon)","2016A000260","Number of people","Number","223","thousands","3","v1038100576","12.1","","..","","","1"
"2018-07","Whitehorse (Yukon)","2016A000260","Percentage of people","Percent","239","units ","0","v1038100598","12.2","","..","","","1"
"2018-07","Whitehorse (Yukon)","2016A000260","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100620","12.3","","..","","","1"
"2018-07","Whitehorse (Yukon)","2016A000260","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100642","12.4","","..","","","1"
"2018-07","Yellowknife (Northwest Territories)","2016A000261","Number of people","Number","223","thousands","3","v1038100577","13.1","","..","","","1"
"2018-07","Yellowknife (Northwest Territories)","2016A000261","Percentage of people","Percent","239","units ","0","v1038100599","13.2","","..","","","1"
"2018-07","Yellowknife (Northwest Territories)","2016A000261","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100621","13.3","","..","","","1"
"2018-07","Yellowknife (Northwest Territories)","2016A000261","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100643","13.4","","..","","","1"
"2018-07","Iqaluit (Nunavut)","2016A000262","Number of people","Number","223","thousands","3","v1038100578","14.1","","..","","","1"
"2018-07","Iqaluit (Nunavut)","2016A000262","Percentage of people","Percent","239","units ","0","v1038100600","14.2","","..","","","1"
"2018-07","Iqaluit (Nunavut)","2016A000262","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100622","14.3","","..","","","1"
"2018-07","Iqaluit (Nunavut)","2016A000262","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100644","14.4","","..","","","1"
"2018-07","Canada, females","2016A000011124","Number of people","Number","223","thousands","3","v1038100579","15.1","1898.8","","","","1"
"2018-07","Canada, females","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100601","15.2","12.5","","","","1"
"2018-07","Canada, females","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100623","15.3","10.7","","","","1"
"2018-07","Canada, females","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100645","15.4","14.4","","","","1"
"2018-07","Canada, males","2016A000011124","Number of people","Number","223","thousands","3","v1038100580","16.1","2573.5","","","","1"
"2018-07","Canada, males","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100602","16.2","17.5","","","","1"
"2018-07","Canada, males","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100624","16.3","15.5","","","","1"
"2018-07","Canada, males","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100646","16.4","19.8","","","","1"
"2018-07","Canada, ages 15 to 24","2016A000011124","Number of people","Number","223","thousands","3","v1038100581","17.1","1101.6","","","","1"
"2018-07","Canada, ages 15 to 24","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100603","17.2","27.0","","","","1"
"2018-07","Canada, ages 15 to 24","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100625","17.3","20.7","","","","1"
"2018-07","Canada, ages 15 to 24","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100647","17.4","34.4","","","","1"
"2018-07","Canada, ages 25 to 34","2016A000011124","Number of people","Number","223","thousands","3","v1038100582","18.1","1291.3","","","","1"
"2018-07","Canada, ages 25 to 34","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100604","18.2","24.5","","","","1"
"2018-07","Canada, ages 25 to 34","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100626","18.3","20.4","","","","1"
"2018-07","Canada, ages 25 to 34","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100648","18.4","29.1","","","","1"
"2018-07","Canada, ages 35 to 44","2016A000011124","Number of people","Number","223","thousands","3","v1038100583","19.1","793.1","","","","1"
"2018-07","Canada, ages 35 to 44","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100605","19.2","16.5","","","","1"
"2018-07","Canada, ages 35 to 44","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100627","19.3","13.4","","","","1"
"2018-07","Canada, ages 35 to 44","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100649","19.4","20.0","","","","1"
"2018-07","Canada, ages 45 to 54","2016A000011124","Number of people","Number","223","thousands","3","v1038100584","20.1","571.8","","","","1"
"2018-07","Canada, ages 45 to 54","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100606","20.2","12.0","","","","1"
"2018-07","Canada, ages 45 to 54","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100628","20.3","9.3","","","","1"
"2018-07","Canada, ages 45 to 54","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100650","20.4","15.3","","","","1"
"2018-07","Canada, ages 55 to 64","2016A000011124","Number of people","Number","223","thousands","3","v1038100585","21.1","500.9","","","","1"
"2018-07","Canada, ages 55 to 64","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100607","21.2","9.9","","","","1"
"2018-07","Canada, ages 55 to 64","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100629","21.3","8.0","","","","1"
"2018-07","Canada, ages 55 to 64","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100651","21.4","12.3","","","","1"
"2018-07","Canada, ages 65 years and older","2016A000011124","Number of people","Number","223","thousands","3","v1038100586","22.1","291.8","","","","1"
"2018-07","Canada, ages 65 years and older","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100608","22.2","4.9","","","","1"
"2018-07","Canada, ages 65 years and older","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100630","22.3","3.6","","","","1"
"2018-07","Canada, ages 65 years and older","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100652","22.4","6.4","","","","1"
"2018-10","Canada","2016A000011124","Number of people","Number","223","thousands","3","v1038100565","1.1","4629.7","","","","1"
"2018-10","Canada","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100587","1.2","15.4","","","","1"
"2018-10","Canada","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100609","1.3","14.1","","","","1"
"2018-10","Canada","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100631","1.4","16.8","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Number of people","Number","223","thousands","3","v1038100566","2.1","84.5","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Percentage of people","Percent","239","units ","0","v1038100588","2.2","19.2","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100610","2.3","14.3","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100632","2.4","25.2","","","","1"
"2018-10","Prince Edward Island","2016A000211","Number of people","Number","223","thousands","3","v1038100567","3.1","22.5","","","","1"
"2018-10","Prince Edward Island","2016A000211","Percentage of people","Percent","239","units ","0","v1038100589","3.2","17.9","","","","1"
"2018-10","Prince Edward Island","2016A000211","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100611","3.3","13.6","","","","1"
"2018-10","Prince Edward Island","2016A000211","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100633","3.4","23.2","","","","1"
"2018-10","Nova Scotia","2016A000212","Number of people","Number","223","thousands","3","v1038100568","4.1","170.4","","","","1"
"2018-10","Nova Scotia","2016A000212","Percentage of people","Percent","239","units ","0","v1038100590","4.2","21.6","","","","1"
"2018-10","Nova Scotia","2016A000212","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100612","4.3","17.2","","","","1"
"2018-10","Nova Scotia","2016A000212","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100634","4.4","26.8","","","","1"
"2018-10","New Brunswick","2016A000213","Number of people","Number","223","thousands","3","v1038100569","5.1","117.4","","","","1"
"2018-10","New Brunswick","2016A000213","Percentage of people","Percent","239","units ","0","v1038100591","5.2","18.9","","","","1"
"2018-10","New Brunswick","2016A000213","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100613","5.3","14.2","","","","1"
"2018-10","New Brunswick","2016A000213","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100635","5.4","24.5","","","","1"
"2018-10","Quebec","2016A000224","Number of people","Number","223","thousands","3","v1038100570","6.1","939.6","","","","1"
"2018-10","Quebec","2016A000224","Percentage of people","Percent","239","units ","0","v1038100592","6.2","13.6","","","","1"
"2018-10","Quebec","2016A000224","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100614","6.3","10.9","","","","1"
"2018-10","Quebec","2016A000224","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100636","6.4","16.8","","","","1"
"2018-10","Ontario","2016A000235","Number of people","Number","223","thousands","3","v1038100571","7.1","1826.1","","","","1"
"2018-10","Ontario","2016A000235","Percentage of people","Percent","239","units ","0","v1038100593","7.2","15.4","","","","1"
"2018-10","Ontario","2016A000235","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100615","7.3","13.1","","","","1"
"2018-10","Ontario","2016A000235","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100637","7.4","18.1","","","","1"
"2018-10","Manitoba","2016A000246","Number of people","Number","223","thousands","3","v1038100572","8.1","154.9","","","","1"
"2018-10","Manitoba","2016A000246","Percentage of people","Percent","239","units ","0","v1038100594","8.2","15.1","","","","1"
"2018-10","Manitoba","2016A000246","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100616","8.3","11.6","","","","1"
"2018-10","Manitoba","2016A000246","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100638","8.4","19.5","","","","1"
"2018-10","Saskatchewan","2016A000247","Number of people","Number","223","thousands","3","v1038100573","9.1","144.7","","","","1"
"2018-10","Saskatchewan","2016A000247","Percentage of people","Percent","239","units ","0","v1038100595","9.2","16.5","","","","1"
"2018-10","Saskatchewan","2016A000247","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100617","9.3","12.9","","","","1"
"2018-10","Saskatchewan","2016A000247","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100639","9.4","20.8","","","","1"
"2018-10","Alberta","2016A000248","Number of people","Number","223","thousands","3","v1038100574","10.1","553.8","","","","1"
"2018-10","Alberta","2016A000248","Percentage of people","Percent","239","units ","0","v1038100596","10.2","16.2","","","","1"
"2018-10","Alberta","2016A000248","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100618","10.3","12.7","","","","1"
"2018-10","Alberta","2016A000248","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100640","10.4","20.4","","","","1"
"2018-10","British Columbia","2016A000259","Number of people","Number","223","thousands","3","v1038100575","11.1","615.9","","","","1"
"2018-10","British Columbia","2016A000259","Percentage of people","Percent","239","units ","0","v1038100597","11.2","15.3","","","","1"
"2018-10","British Columbia","2016A000259","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100619","11.3","12.0","","","","1"
"2018-10","British Columbia","2016A000259","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100641","11.4","19.2","","","","1"
"2018-10","Whitehorse (Yukon)","2016A000260","Number of people","Number","223","thousands","3","v1038100576","12.1","","..","","","1"
"2018-10","Whitehorse (Yukon)","2016A000260","Percentage of people","Percent","239","units ","0","v1038100598","12.2","","..","","","1"
"2018-10","Whitehorse (Yukon)","2016A000260","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100620","12.3","","..","","","1"
"2018-10","Whitehorse (Yukon)","2016A000260","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100642","12.4","","..","","","1"
"2018-10","Yellowknife (Northwest Territories)","2016A000261","Number of people","Number","223","thousands","3","v1038100577","13.1","","..","","","1"
"2018-10","Yellowknife (Northwest Territories)","2016A000261","Percentage of people","Percent","239","units ","0","v1038100599","13.2","","..","","","1"
"2018-10","Yellowknife (Northwest Territories)","2016A000261","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100621","13.3","","..","","","1"
"2018-10","Yellowknife (Northwest Territories)","2016A000261","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100643","13.4","","..","","","1"
"2018-10","Iqaluit (Nunavut)","2016A000262","Number of people","Number","223","thousands","3","v1038100578","14.1","","..","","","1"
"2018-10","Iqaluit (Nunavut)","2016A000262","Percentage of people","Percent","239","units ","0","v1038100600","14.2","","..","","","1"
"2018-10","Iqaluit (Nunavut)","2016A000262","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100622","14.3","","..","","","1"
"2018-10","Iqaluit (Nunavut)","2016A000262","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100644","14.4","","..","","","1"
"2018-10","Canada, females","2016A000011124","Number of people","Number","223","thousands","3","v1038100579","15.1","1720.9","","","","1"
"2018-10","Canada, females","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100601","15.2","11.3","","","","1"
"2018-10","Canada, females","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100623","15.3","9.7","","","","1"
"2018-10","Canada, females","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100645","15.4","13.1","","","","1"
"2018-10","Canada, males","2016A000011124","Number of people","Number","223","thousands","3","v1038100580","16.1","2865.1","","","","1"
"2018-10","Canada, males","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100602","16.2","19.4","","","","1"
"2018-10","Canada, males","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100624","16.3","17.3","","","","1"
"2018-10","Canada, males","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100646","16.4","21.8","","","","1"
"2018-10","Canada, ages 15 to 24","2016A000011124","Number of people","Number","223","thousands","3","v1038100581","17.1","1075.8","","","","1"
"2018-10","Canada, ages 15 to 24","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100603","17.2","27.4","","","","1"
"2018-10","Canada, ages 15 to 24","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100625","17.3","21.7","","","","1"
"2018-10","Canada, ages 15 to 24","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100647","17.4","34.1","","","","1"
"2018-10","Canada, ages 25 to 34","2016A000011124","Number of people","Number","223","thousands","3","v1038100582","18.1","1265.2","","","","1"
"2018-10","Canada, ages 25 to 34","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100604","18.2","23.2","","","","1"
"2018-10","Canada, ages 25 to 34","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100626","18.3","19.3","","","","1"
"2018-10","Canada, ages 25 to 34","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100648","18.4","27.5","","","","1"
"2018-10","Canada, ages 35 to 44","2016A000011124","Number of people","Number","223","thousands","3","v1038100583","19.1","846.7","","","","1"
"2018-10","Canada, ages 35 to 44","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100605","19.2","17.5","","","","1"
"2018-10","Canada, ages 35 to 44","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100627","19.3","14.5","","","","1"
"2018-10","Canada, ages 35 to 44","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100649","19.4","21.0","","","","1"
"2018-10","Canada, ages 45 to 54","2016A000011124","Number of people","Number","223","thousands","3","v1038100584","20.1","606.0","","","","1"
"2018-10","Canada, ages 45 to 54","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100606","20.2","12.8","","","","1"
"2018-10","Canada, ages 45 to 54","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100628","20.3","10.2","","","","1"
"2018-10","Canada, ages 45 to 54","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100650","20.4","16.0","","","","1"
"2018-10","Canada, ages 55 to 64","2016A000011124","Number of people","Number","223","thousands","3","v1038100585","21.1","522.8","","","","1"
"2018-10","Canada, ages 55 to 64","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100607","21.2","10.4","","","","1"
"2018-10","Canada, ages 55 to 64","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100629","21.3","8.2","","","","1"
"2018-10","Canada, ages 55 to 64","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100651","21.4","13.0","","","","1"
"2018-10","Canada, ages 65 years and older","2016A000011124","Number of people","Number","223","thousands","3","v1038100586","22.1","313.1","","","","1"
"2018-10","Canada, ages 65 years and older","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100608","22.2","5.2","","","","1"
"2018-10","Canada, ages 65 years and older","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100630","22.3","3.9","","","","1"
"2018-10","Canada, ages 65 years and older","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100652","22.4","6.8","","","","1"
"2019-01","Canada","2016A000011124","Number of people","Number","223","thousands","3","v1038100565","1.1","5306.0","","","","1"
"2019-01","Canada","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100587","1.2","17.5","","","","1"
"2019-01","Canada","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100609","1.3","16.1","","","","1"
"2019-01","Canada","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100631","1.4","19.0","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Number of people","Number","223","thousands","3","v1038100566","2.1","81.0","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Percentage of people","Percent","239","units ","0","v1038100588","2.2","18.5","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100610","2.3","14.6","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100632","2.4","23.2","","","","1"
"2019-01","Prince Edward Island","2016A000211","Number of people","Number","223","thousands","3","v1038100567","3.1","19.5","","","","1"
"2019-01","Prince Edward Island","2016A000211","Percentage of people","Percent","239","units ","0","v1038100589","3.2","15.4","","","","1"
"2019-01","Prince Edward Island","2016A000211","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100611","3.3","11.7","","","","1"
"2019-01","Prince Edward Island","2016A000211","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100633","3.4","19.9","","","","1"
"2019-01","Nova Scotia","2016A000212","Number of people","Number","223","thousands","3","v1038100568","4.1","144.3","","","","1"
"2019-01","Nova Scotia","2016A000212","Percentage of people","Percent","239","units ","0","v1038100590","4.2","18.2","","","","1"
"2019-01","Nova Scotia","2016A000212","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100612","4.3","13.9","","","","1"
"2019-01","Nova Scotia","2016A000212","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100634","4.4","23.4","","","","1"
"2019-01","New Brunswick","2016A000213","Number of people","Number","223","thousands","3","v1038100569","5.1","113.9","","","","1"
"2019-01","New Brunswick","2016A000213","Percentage of people","Percent","239","units ","0","v1038100591","5.2","18.2","","","","1"
"2019-01","New Brunswick","2016A000213","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100613","5.3","14.2","","","","1"
"2019-01","New Brunswick","2016A000213","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100635","5.4","23.1","","","","1"
"2019-01","Quebec","2016A000224","Number of people","Number","223","thousands","3","v1038100570","6.1","770.5","","","","1"
"2019-01","Quebec","2016A000224","Percentage of people","Percent","239","units ","0","v1038100592","6.2","11.0","","","","1"
"2019-01","Quebec","2016A000224","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100614","6.3","8.8","","","","1"
"2019-01","Quebec","2016A000224","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100636","6.4","13.8","","","","1"
"2019-01","Ontario","2016A000235","Number of people","Number","223","thousands","3","v1038100571","7.1","2388.9","","","","1"
"2019-01","Ontario","2016A000235","Percentage of people","Percent","239","units ","0","v1038100593","7.2","20.0","","","","1"
"2019-01","Ontario","2016A000235","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100615","7.3","17.2","","","","1"
"2019-01","Ontario","2016A000235","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100637","7.4","23.2","","","","1"
"2019-01","Manitoba","2016A000246","Number of people","Number","223","thousands","3","v1038100572","8.1","132.6","","","","1"
"2019-01","Manitoba","2016A000246","Percentage of people","Percent","239","units ","0","v1038100594","8.2","13.0","","","","1"
"2019-01","Manitoba","2016A000246","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100616","8.3","9.7","","","","1"
"2019-01","Manitoba","2016A000246","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100638","8.4","17.2","","","","1"
"2019-01","Saskatchewan","2016A000247","Number of people","Number","223","thousands","3","v1038100573","9.1","138.2","","","","1"
"2019-01","Saskatchewan","2016A000247","Percentage of people","Percent","239","units ","0","v1038100595","9.2","15.7","","","","1"
"2019-01","Saskatchewan","2016A000247","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100617","9.3","12.5","","","","1"
"2019-01","Saskatchewan","2016A000247","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100639","9.4","19.4","","","","1"
"2019-01","Alberta","2016A000248","Number of people","Number","223","thousands","3","v1038100574","10.1","749.8","","","","1"
"2019-01","Alberta","2016A000248","Percentage of people","Percent","239","units ","0","v1038100596","10.2","21.5","","","","1"
"2019-01","Alberta","2016A000248","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100618","10.3","17.6","","","","1"
"2019-01","Alberta","2016A000248","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100640","10.4","26.0","","","","1"
"2019-01","British Columbia","2016A000259","Number of people","Number","223","thousands","3","v1038100575","11.1","767.4","","","","1"
"2019-01","British Columbia","2016A000259","Percentage of people","Percent","239","units ","0","v1038100597","11.2","19.1","","","","1"
"2019-01","British Columbia","2016A000259","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100619","11.3","15.6","","","","1"
"2019-01","British Columbia","2016A000259","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100641","11.4","23.1","","","","1"
"2019-01","Whitehorse (Yukon)","2016A000260","Number of people","Number","223","thousands","3","v1038100576","12.1","","..","","","1"
"2019-01","Whitehorse (Yukon)","2016A000260","Percentage of people","Percent","239","units ","0","v1038100598","12.2","","..","","","1"
"2019-01","Whitehorse (Yukon)","2016A000260","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100620","12.3","","..","","","1"
"2019-01","Whitehorse (Yukon)","2016A000260","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100642","12.4","","..","","","1"
"2019-01","Yellowknife (Northwest Territories)","2016A000261","Number of people","Number","223","thousands","3","v1038100577","13.1","","..","","","1"
"2019-01","Yellowknife (Northwest Territories)","2016A000261","Percentage of people","Percent","239","units ","0","v1038100599","13.2","","..","","","1"
"2019-01","Yellowknife (Northwest Territories)","2016A000261","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100621","13.3","","..","","","1"
"2019-01","Yellowknife (Northwest Territories)","2016A000261","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100643","13.4","","..","","","1"
"2019-01","Iqaluit (Nunavut)","2016A000262","Number of people","Number","223","thousands","3","v1038100578","14.1","","..","","","1"
"2019-01","Iqaluit (Nunavut)","2016A000262","Percentage of people","Percent","239","units ","0","v1038100600","14.2","","..","","","1"
"2019-01","Iqaluit (Nunavut)","2016A000262","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100622","14.3","","..","","","1"
"2019-01","Iqaluit (Nunavut)","2016A000262","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100644","14.4","","..","","","1"
"2019-01","Canada, females","2016A000011124","Number of people","Number","223","thousands","3","v1038100579","15.1","1937.7","","","","1"
"2019-01","Canada, females","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100601","15.2","12.7","","","","1"
"2019-01","Canada, females","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100623","15.3","11.0","","","","1"
"2019-01","Canada, females","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100645","15.4","14.5","","","","1"
"2019-01","Canada, males","2016A000011124","Number of people","Number","223","thousands","3","v1038100580","16.1","3321.0","","","","1"
"2019-01","Canada, males","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100602","16.2","22.3","","","","1"
"2019-01","Canada, males","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100624","16.3","20.0","","","","1"
"2019-01","Canada, males","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100646","16.4","24.8","","","","1"
"2019-01","Canada, ages 15 to 24","2016A000011124","Number of people","Number","223","thousands","3","v1038100581","17.1","1072.0","","","","1"
"2019-01","Canada, ages 15 to 24","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100603","17.2","29.5","","","","1"
"2019-01","Canada, ages 15 to 24","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100625","17.3","23.5","","","","1"
"2019-01","Canada, ages 15 to 24","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100647","17.4","36.2","","","","1"
"2019-01","Canada, ages 25 to 34","2016A000011124","Number of people","Number","223","thousands","3","v1038100582","18.1","1675.0","","","","1"
"2019-01","Canada, ages 25 to 34","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100604","18.2","28.7","","","","1"
"2019-01","Canada, ages 25 to 34","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100626","18.3","24.4","","","","1"
"2019-01","Canada, ages 25 to 34","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100648","18.4","33.4","","","","1"
"2019-01","Canada, ages 35 to 44","2016A000011124","Number of people","Number","223","thousands","3","v1038100583","19.1","917.1","","","","1"
"2019-01","Canada, ages 35 to 44","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100605","19.2","18.8","","","","1"
"2019-01","Canada, ages 35 to 44","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100627","19.3","15.7","","","","1"
"2019-01","Canada, ages 35 to 44","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100649","19.4","22.3","","","","1"
"2019-01","Canada, ages 45 to 54","2016A000011124","Number of people","Number","223","thousands","3","v1038100584","20.1","595.1","","","","1"
"2019-01","Canada, ages 45 to 54","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100606","20.2","12.5","","","","1"
"2019-01","Canada, ages 45 to 54","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100628","20.3","9.6","","","","1"
"2019-01","Canada, ages 45 to 54","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100650","20.4","16.0","","","","1"
"2019-01","Canada, ages 55 to 64","2016A000011124","Number of people","Number","223","thousands","3","v1038100585","21.1","775.0","","","","1"
"2019-01","Canada, ages 55 to 64","2016A000011124","Percentage of people","Percent","239","units ","0","v1038100607","21.2","15.3","","","","1"
"2019-01","Canada, ages 55 to 64","2016A000011124","Lower limit, 95% confidence interval","Percent","239","units ","0","v1038100629","21.3","12.6","","","","1"
"2019-01","Canada, ages 55 to 64","2016A000011124","Upper limit, 95% confidence interval","Percent","239","units ","0","v1038100651","21.4","18.6","","","","1"
"2019-01","Canada, ages 65 years and older","2016A000011124","Number of people","Number","223","thousands","3","v1038100586","22.1","271.8","","","","1"
